workclass,education,marital-status,occupation,relationship,sex,marital-status_index,workclass_index,relationship_index,occupation_index,education_index,sex_index
Private,7th-8th,Widowed,Transport-moving,Not-in-family,Male,3,0,1,8,8,0
Federal-gov,Assoc-voc,Never-married,Craft-repair,Own-child,Male,1,6,2,0,4,0
Private,Bachelors,Married-civ-spouse,Other-service,Wife,Female,0,0,4,5,2,1
Private,Prof-school,Divorced,Prof-specialty,Not-in-family,Male,2,0,1,2,9,0
Private,5th-6th,Married-civ-spouse,Farming-fishing,Husband,Male,0,0,0,11,12,0
Private,Bachelors,Never-married,Tech-support,Not-in-family,Male,1,0,1,10,2,0
Private,Some-college,Never-married,Farming-fishing,Own-child,Male,1,0,2,11,1,0
Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,5,0,0,0,0
Private,HS-grad,Widowed,Other-service,Unmarried,Female,3,0,3,5,0,1
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,3,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,2,0
Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,0,0
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,1,0,1,3,0,1
Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,5,0,2,9,0
Private,11th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,5,0
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,1,0
?,HS-grad,Divorced,?,Unmarried,Female,2,3,3,7,0,1
Private,10th,Never-married,Craft-repair,Own-child,Male,1,0,2,0,7,0
Private,HS-grad,Married-civ-spouse,Adm-clerical,Own-child,Female,0,0,2,3,0,1
Private,Some-college,Never-married,Sales,Own-child,Male,1,0,2,4,1,0
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,1,0,2,6,0,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,2,0
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,0,0
Private,5th-6th,Married-civ-spouse,Other-service,Husband,Male,0,0,0,5,12,0
Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,0,0
Private,Some-college,Divorced,Craft-repair,Not-in-family,Male,2,0,1,0,1,0
Private,Some-college,Separated,Handlers-cleaners,Not-in-family,Male,4,0,1,9,1,0
Private,Some-college,"",Transport-moving,Not-in-family,Female,"",0,1,8,1,1
Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Female,1,0,3,6,0,1
?,Some-college,Never-married,?,Own-child,Female,1,3,2,7,1,1
Federal-gov,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,Female,0,6,4,1,6,1
Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,4,0
Private,HS-grad,Never-married,Transport-moving,Own-child,Male,1,0,2,8,0,0
Self-emp-not-inc,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,0,1,0,8,1,0
Private,Some-college,Divorced,Adm-clerical,Not-in-family,Female,2,0,1,3,1,1
Private,HS-grad,Never-married,Craft-repair,Not-in-family,Male,1,0,1,0,0,0
Private,Assoc-voc,Never-married,Sales,Unmarried,Female,1,0,3,4,4,1
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Private,Some-college,Never-married,Sales,Not-in-family,Female,1,0,1,4,1,1
Private,Some-college,Never-married,Craft-repair,Not-in-family,Male,1,0,1,0,1,0
Private,Bachelors,Married-civ-spouse,Sales,Wife,Female,0,0,4,4,2,1
Self-emp-not-inc,Masters,Never-married,Exec-managerial,Not-in-family,Male,1,1,1,1,3,0
Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,Male,0,2,0,12,1,0
Private,Some-college,Never-married,Other-service,Not-in-family,Female,1,0,1,5,1,1
Private,HS-grad,Never-married,Other-service,Unmarried,Female,1,0,3,5,0,1
?,HS-grad,Widowed,?,Unmarried,Female,3,3,3,7,0,1
Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,1,0
Private,10th,Divorced,Sales,Unmarried,Female,2,0,3,4,7,1
Private,Some-college,Married-civ-spouse,Tech-support,Husband,Male,0,0,0,10,1,0
?,HS-grad,Married-civ-spouse,?,Wife,Female,0,3,4,7,0,1
Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,1,0,2,9,0
?,Some-college,Never-married,?,Own-child,Male,1,3,2,7,1,0
Private,Bachelors,Divorced,Exec-managerial,Not-in-family,Female,2,0,1,1,2,1
Private,11th,Divorced,Adm-clerical,Unmarried,Female,2,0,3,3,5,1
Self-emp-not-inc,HS-grad,Divorced,Sales,Not-in-family,Male,2,1,1,4,0,0
Private,12th,Never-married,Other-service,Own-child,Female,1,0,2,5,10,1
Private,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,0,5,0,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,0,1,2,0
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,1,0,1,2,2,1
Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,Male,0,5,0,1,1,0
Private,HS-grad,Never-married,Farming-fishing,Unmarried,Male,1,0,3,11,0,0
Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,Male,2,1,1,2,2,0
State-gov,HS-grad,Separated,Other-service,Not-in-family,Female,4,4,1,5,0,1
?,Some-college,Never-married,?,Not-in-family,Female,1,3,1,7,1,1
Private,Some-college,Never-married,Transport-moving,Own-child,Male,1,0,2,8,1,0
Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,1,2,1,2,2,1
Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,0,1,3,0
Private,11th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,5,0
Private,HS-grad,"",Other-service,Not-in-family,Female,"",0,1,5,0,1
State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,4,0,0,0,0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,0,0
Private,HS-grad,Married-civ-spouse,Exec-managerial,Other-relative,Male,0,0,5,1,0,0
Private,11th,Married-civ-spouse,Other-service,Wife,Female,0,0,4,5,5,1
Private,Some-college,Never-married,Prof-specialty,Own-child,Male,1,0,2,2,1,0
Private,Some-college,Never-married,Tech-support,Not-in-family,Female,1,0,1,10,1,1
Private,Some-college,Divorced,Craft-repair,Not-in-family,Male,2,0,1,0,1,0
Federal-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,Female,2,6,1,1,0,1
Private,HS-grad,Married-civ-spouse,Tech-support,Wife,Female,0,0,4,10,0,1
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Male,1,0,2,6,0,0
?,7th-8th,Married-civ-spouse,?,Husband,Male,0,3,0,7,8,0
Private,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,2,0
Private,10th,Divorced,Transport-moving,Not-in-family,Male,2,0,1,8,7,0
?,HS-grad,Married-civ-spouse,?,Wife,Female,0,3,4,7,0,1
State-gov,Masters,Divorced,Adm-clerical,Not-in-family,Female,2,4,1,3,3,1
Local-gov,Some-college,Divorced,Adm-clerical,Not-in-family,Female,2,2,1,3,1,1
Private,HS-grad,"",Machine-op-inspct,Not-in-family,Female,"",0,1,6,0,1
Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,2,0,1,0,0,0
Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,0,3,0,0
Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,8,0
Private,HS-grad,Married-civ-spouse,Other-service,Husband,Male,0,0,0,5,0,0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,0,0
Private,HS-grad,Divorced,Craft-repair,Not-in-family,Male,2,0,1,0,0,0
Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,4,3,2,1
Private,"","",Craft-repair,Not-in-family,Male,"",0,1,0,"",0
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,1,0
Private,Some-college,Never-married,Other-service,Own-child,Female,1,0,2,5,1,1
?,HS-grad,Never-married,?,Own-child,Female,1,3,2,7,0,1
Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,6,0
Private,Some-college,Never-married,Sales,Own-child,Female,1,0,2,4,1,1
Local-gov,10th,Married-civ-spouse,Adm-clerical,Husband,Male,0,2,0,3,7,0
Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,0,3,2,0
Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,Male,2,1,1,1,2,0
Private,Some-college,Never-married,Exec-managerial,Not-in-family,Male,1,0,1,1,1,0
Private,HS-grad,Never-married,Other-service,Own-child,Female,1,0,2,5,0,1
Private,HS-grad,Divorced,Adm-clerical,Unmarried,Female,2,0,3,3,0,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,2,0
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,4,3,0,1
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,0,0
Private,HS-grad,Separated,Craft-repair,Not-in-family,Male,4,0,1,0,0,0
Private,HS-grad,Never-married,Sales,Own-child,Female,1,0,2,4,0,1
Private,Masters,Separated,Prof-specialty,Not-in-family,Male,4,0,1,2,3,0
Private,HS-grad,Never-married,Other-service,Not-in-family,Male,1,0,1,5,0,0
Private,HS-grad,"",Farming-fishing,Unmarried,Male,"",0,3,11,0,0
?,HS-grad,Never-married,?,Own-child,Male,1,3,2,7,0,0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Female,0,0,4,6,0,1
?,Bachelors,Married-civ-spouse,?,Husband,Male,0,3,0,7,2,0
Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,Male,1,0,1,0,4,0
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,0,9,0,0
Private,Some-college,Never-married,Other-service,Other-relative,Female,1,0,5,5,1,1
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Male,1,0,1,2,2,0
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,2,0
Private,Some-college,Never-married,Sales,Own-child,Female,1,0,2,4,1,1
State-gov,HS-grad,Never-married,Other-service,Unmarried,Female,1,4,3,5,0,1
Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,2,0
?,Doctorate,Married-civ-spouse,?,Husband,Male,0,3,0,7,11,0
Private,Assoc-acdm,Married-civ-spouse,Sales,Wife,Female,0,0,4,4,6,1
Private,HS-grad,Never-married,Exec-managerial,Own-child,Male,1,0,2,1,0,0
?,Some-college,Married-civ-spouse,?,Husband,Male,0,3,0,7,1,0
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,0,9,0,0
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,2,0,2,2,0
Self-emp-inc,HS-grad,Separated,Farming-fishing,Not-in-family,Male,4,5,1,11,0,0
Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,0,0
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Male,1,0,1,1,2,0
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,1,0
Private,Some-college,Married-civ-spouse,Tech-support,Husband,Male,0,0,0,10,1,0
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,1,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
?,Doctorate,Married-civ-spouse,?,Husband,Male,0,3,0,7,11,0
Private,Doctorate,Divorced,Prof-specialty,Not-in-family,Female,2,0,1,2,11,1
Self-emp-not-inc,10th,Never-married,Craft-repair,Not-in-family,Male,1,1,1,0,7,0
Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Female,0,5,4,1,2,1
Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,12,0
Self-emp-inc,Prof-school,Married-civ-spouse,Exec-managerial,Husband,Male,0,5,0,1,9,0
Private,Masters,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,4,2,3,1
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,2,0
Private,10th,Never-married,Other-service,Own-child,Female,1,0,2,5,7,1
Private,Bachelors,Never-married,Sales,Own-child,Male,1,0,2,4,2,0
Private,Some-college,Never-married,Craft-repair,Other-relative,Male,1,0,5,0,1,0
Private,10th,Separated,Machine-op-inspct,Unmarried,Female,4,0,3,6,7,1
Private,Some-college,Never-married,Other-service,Own-child,Female,1,0,2,5,1,1
?,Some-college,Never-married,?,Not-in-family,Female,1,3,1,7,1,1
Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,1,0
State-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,Male,0,4,0,3,3,0
Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,0,0
Private,10th,Never-married,Handlers-cleaners,Own-child,Male,1,0,2,9,7,0
Private,Some-college,Divorced,Sales,Own-child,Female,2,0,2,4,1,1
Private,HS-grad,Never-married,Machine-op-inspct,Own-child,Female,1,0,2,6,0,1
Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,11,0
Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,Male,1,2,1,2,3,0
?,HS-grad,Married-civ-spouse,?,Husband,Male,0,3,0,7,0,0
Self-emp-not-inc,10th,Separated,Machine-op-inspct,Not-in-family,Male,4,1,1,6,7,0
Self-emp-inc,HS-grad,Widowed,Exec-managerial,Not-in-family,Female,3,5,1,1,0,1
Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,4,3,4,1
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,2,0,0,0,0
?,7th-8th,Married-civ-spouse,?,Husband,Male,0,3,0,7,8,0
Private,Some-college,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,1,0
Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,Male,2,1,1,0,1,0
Private,Some-college,Divorced,Craft-repair,Not-in-family,Male,2,0,1,0,1,0
Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,Male,1,0,1,9,0,0
Private,Some-college,Never-married,Handlers-cleaners,Unmarried,Female,1,0,3,9,1,1
Private,Assoc-acdm,Never-married,Sales,Not-in-family,Male,1,0,1,4,6,0
Private,Some-college,Divorced,Exec-managerial,Not-in-family,Female,2,0,1,1,1,1
?,Some-college,Never-married,?,Own-child,Female,1,3,2,7,1,1
?,HS-grad,Never-married,?,Not-in-family,Male,1,3,1,7,0,0
Private,HS-grad,Separated,Adm-clerical,Unmarried,Female,4,0,3,3,0,1
Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,11,0
Private,HS-grad,Never-married,Adm-clerical,Own-child,Male,1,0,2,3,0,0
Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,Male,0,0,0,3,6,0
Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Female,0,1,4,2,2,1
Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,2,0
Private,Some-college,Never-married,Adm-clerical,Not-in-family,Male,1,0,1,3,1,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,0,1,0,0
Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,2,0
Private,HS-grad,Never-married,Adm-clerical,Not-in-family,Female,1,0,1,3,0,1
Private,Assoc-acdm,Divorced,Craft-repair,Not-in-family,Male,2,0,1,0,6,0
State-gov,Some-college,Divorced,Exec-managerial,Unmarried,Male,2,4,3,1,1,0
Private,Some-college,Never-married,Adm-clerical,Not-in-family,Male,1,0,1,3,1,0
Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,2,0,2,2,0
Local-gov,Some-college,Never-married,Protective-serv,Own-child,Male,1,2,2,12,1,0
Local-gov,Doctorate,Divorced,Exec-managerial,Not-in-family,Female,2,2,1,1,11,1
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,0,0
Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,3,0
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,1,0
Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,Male,1,5,1,1,1,0
Private,Some-college,Married-civ-spouse,Other-service,Husband,Male,0,0,0,5,1,0
Private,HS-grad,Married-civ-spouse,Tech-support,Husband,Male,0,0,0,10,0,0
Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,Male,0,5,0,4,2,0
Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,2,0,0,0,0
State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,4,0,0,0,0
Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Female,1,0,1,1,2,1
Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,1,0,0,1,0
?,12th,Married-civ-spouse,?,Wife,Female,0,3,4,7,10,1
Private,Some-college,Never-married,Adm-clerical,Not-in-family,Female,1,0,1,3,1,1
Private,Some-college,Never-married,Sales,Not-in-family,Female,1,0,1,4,1,1
Private,10th,Never-married,Sales,Other-relative,Female,1,0,5,4,7,1
Private,Some-college,Never-married,Other-service,Own-child,Female,1,0,2,5,1,1
Private,HS-grad,Never-married,Craft-repair,Own-child,Female,1,0,2,0,0,1
Private,Some-college,Never-married,Prof-specialty,Own-child,Male,1,0,2,2,1,0
Private,HS-grad,Widowed,Adm-clerical,Not-in-family,Female,3,0,1,3,0,1
Private,Some-college,Divorced,Adm-clerical,Not-in-family,Female,2,0,1,3,1,1
Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,11,0
Private,HS-grad,Separated,Machine-op-inspct,Own-child,Female,4,0,2,6,0,1
Private,Assoc-acdm,Never-married,Sales,Not-in-family,Male,1,0,1,4,6,0
Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,Male,0,5,0,4,1,0
Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,Female,2,0,3,2,4,1
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,4,0
Private,Masters,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,3,0
Private,Some-college,Divorced,Craft-repair,Own-child,Male,2,0,2,0,1,0
Private,HS-grad,Never-married,Transport-moving,Not-in-family,Male,1,0,1,8,0,0
Private,11th,Never-married,Other-service,Own-child,Female,1,0,2,5,5,1
Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,0,0,6,4,0
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Male,0,1,0,4,1,0
Federal-gov,HS-grad,?,?,?,Male,6,6,6,7,0,0
Private,Some-college,Never-married,Other-service,Own-child,Female,1,0,2,5,1,1
Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Male,0,6,0,2,2,0
Private,HS-grad,Never-married,Other-service,Own-child,Female,1,0,2,5,0,1
Private,Some-college,Never-married,Adm-clerical,Own-child,Female,1,0,2,3,1,1
Private,Some-college,Never-married,Sales,Not-in-family,Male,1,0,1,4,1,0
Self-emp-not-inc,Masters,Divorced,Prof-specialty,Not-in-family,Female,2,1,1,2,3,1
?,Some-college,Never-married,?,Own-child,Female,1,3,2,7,1,1
Private,Some-college,Married-civ-spouse,Tech-support,Husband,Male,0,0,0,10,1,0
Local-gov,HS-grad,Separated,Protective-serv,Not-in-family,Male,4,2,1,12,0,0
Private,5th-6th,Never-married,Machine-op-inspct,Unmarried,Female,1,0,3,6,12,1
Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,4,0
Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,1,0
?,Some-college,Never-married,?,Own-child,Male,1,3,2,7,1,0
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Wife,Female,0,1,4,4,1,1
?,Bachelors,Never-married,?,Unmarried,Female,1,3,3,7,2,1
Private,HS-grad,Married-civ-spouse,Transport-moving,Other-relative,Male,0,0,5,8,0,0
?,Some-college,Never-married,?,Own-child,Male,1,3,2,7,1,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Federal-gov,HS-grad,Divorced,Adm-clerical,Own-child,Female,2,6,2,3,0,1
Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,9,0
Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Male,0,0,0,2,3,0
?,Masters,Never-married,?,Not-in-family,Female,1,3,1,7,3,1
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,2,0
Private,HS-grad,Separated,Sales,Unmarried,Female,4,0,3,4,0,1
Local-gov,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Male,0,2,0,6,0,0
Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,Female,0,0,4,2,1,1
Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,Male,0,1,0,0,7,0
Private,HS-grad,Married-civ-spouse,Sales,Husband,Male,0,0,0,4,0,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,1,0,1,0,0
Local-gov,Masters,Never-married,Prof-specialty,Own-child,Male,1,2,2,2,3,0
Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Female,0,0,4,3,0,1
Private,7th-8th,Divorced,Sales,Not-in-family,Female,2,0,1,4,8,1
Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Female,2,0,1,6,0,1
Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,0,0
State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,Male,1,4,1,3,2,0
Local-gov,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,Male,0,2,0,1,4,0
Private,Some-college,Never-married,Adm-clerical,Own-child,Male,1,0,2,3,1,0
Private,Some-college,Never-married,Prof-specialty,Own-child,Male,1,0,2,2,1,0
Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Female,1,0,1,2,2,1
?,Some-college,Married-civ-spouse,?,Husband,Male,0,3,0,7,1,0
Private,Doctorate,Divorced,Prof-specialty,Not-in-family,Male,2,0,1,2,11,0
Private,Masters,Married-civ-spouse,Tech-support,Husband,Male,0,0,0,10,3,0
Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,1,0,0,0,0
Federal-gov,Bachelors,Divorced,Exec-managerial,Not-in-family,Male,2,6,1,1,2,0
Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,0,0,1,0,0
Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,6,0
Local-gov,HS-grad,Divorced,Exec-managerial,Not-in-family,Male,2,2,1,1,0,0
Local-gov,Bachelors,Never-married,Adm-clerical,Unmarried,Female,1,2,3,3,2,1
Private,Bachelors,Married-civ-spouse,Other-service,Husband,Male,0,0,0,5,2,0
Private,Masters,Married-civ-spouse,Other-service,Husband,Male,0,0,0,5,3,0
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,0,9,0,0
Private,Some-college,Divorced,Adm-clerical,Unmarried,Female,2,0,3,3,1,1
Private,Bachelors,Never-married,Tech-support,Not-in-family,Female,1,0,1,10,2,1
Private,Some-college,"",Exec-managerial,Unmarried,Female,"",0,3,1,1,1
Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Male,0,1,0,4,1,0
Private,HS-grad,Never-married,Adm-clerical,Own-child,Female,1,0,2,3,0,1
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Self-emp-inc,Some-college,Never-married,Exec-managerial,Own-child,Male,1,5,2,1,1,0
Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Male,0,0,0,0,0,0
Private,Bachelors,Divorced,Sales,Unmarried,Male,2,0,3,4,2,0
Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Male,0,0,0,9,0,0
Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Male,0,5,0,1,0,0
Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Male,0,0,0,8,1,0
